person_age,person_gender,person_education,person_income,person_employment_experience,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_history_length,credit_score,previous_loan_defaults,loan_status
27,male,associate,15695.0,4,rent,4000.0,venture,14.22,7.0,633,no,1
27,female,doctorate,39675.0,3,mortgage,4500.0,home_improvement,9.99,8.0,549,no,1
29,female,associate,46081.0,2,mortgage,6000.0,education,15.21,9.0,655,no,0
31,female,master,46491.0,10,own,13750.0,personal,15.21,5.0,722,no,0
28,male,bachelor,18364.0,5,rent,4000.0,medical,13.11,8.0,661,no,1
31,female,bachelor,18884.0,8,rent,4000.0,venture,11.49,6.0,635,no,1
28,female,high_school,46613.0,4,mortgage,8400.0,venture,7.51,7.0,597,yes,0
29,female,master,46578.0,6,mortgage,3600.0,education,7.14,9.0,518,yes,0
30,male,high_school,18857.0,7,rent,4000.0,home_improvement,13.67,7.0,636,no,1
31,male,bachelor,46580.0,11,mortgage,2000.0,medical,11.36,8.0,663,yes,0
30,male,high_school,21005.0,10,rent,4000.0,venture,14.22,7.0,607,no,1
31,male,bachelor,21302.0,9,rent,4000.0,medical,14.59,9.0,670,no,1
27,male,associate,21369.0,3,rent,4000.0,venture,14.42,8.0,566,no,1
35,male,master,46543.0,12,mortgage,15000.0,medical,10.99,5.0,688,yes,0
35,female,bachelor,39251.0,11,mortgage,10750.0,debt_consolidation,14.96,5.0,716,no,1
32,male,master,22500.0,8,rent,4000.0,education,15.2,10.0,555,no,1
28,male,bachelor,22839.0,7,rent,4000.0,venture,11.12,8.0,634,no,1
31,male,high_school,22590.0,7,rent,4000.0,education,12.84,5.0,610,no,1
29,female,high_school,46582.0,8,mortgage,8000.0,education,8.59,6.0,675,no,0
33,female,master,46483.0,11,mortgage,2500.0,education,13.22,6.0,664,no,0
28,male,master,24002.0,4,rent,4000.0,debt_consolidation,12.69,8.0,628,no,1
34,female,associate,46434.0,9,own,10000.0,venture,8.94,6.0,640,yes,0
29,male,bachelor,24131.0,7,rent,4000.0,personal,10.37,6.0,634,no,1
34,male,high_school,46682.0,13,mortgage,14500.0,personal,12.84,6.0,524,yes,0
35,female,bachelor,24761.0,13,rent,4000.0,personal,11.12,10.0,708,no,1
30,male,high_school,24960.0,8,rent,4000.0,debt_consolidation,16.45,9.0,694,no,1
27,male,bachelor,25096.0,6,rent,4000.0,medical,10.65,8.0,566,yes,0
28,female,associate,24991.0,5,rent,4000.0,debt_consolidation,10.99,9.0,695,yes,0
27,female,associate,39712.0,5,mortgage,7500.0,medical,11.59,9.0,628,no,1
28,female,associate,25010.0,6,rent,4000.0,personal,14.59,9.0,627,yes,0
28,male,associate,25004.0,3,rent,4000.0,home_improvement,13.11,6.0,516,no,1
27,male,associate,46300.0,7,mortgage,5000.0,debt_consolidation,9.76,5.0,618,yes,0
33,male,associate,25021.0,13,rent,4000.0,personal,13.47,8.0,647,yes,0
29,male,associate,46561.0,4,mortgage,2450.0,home_improvement,11.01,6.0,620,yes,0
27,female,associate,26496.0,4,rent,4000.0,medical,11.49,9.0,685,yes,0
29,female,master,25995.0,7,rent,4000.0,medical,5.79,10.0,673,yes,0
30,female,high_school,26539.0,7,rent,4000.0,debt_consolidation,12.87,7.0,689,no,0
32,male,high_school,26711.0,9,rent,4000.0,debt_consolidation,8.07,10.0,581,yes,0
29,male,associate,27409.0,2,rent,4000.0,personal,12.42,7.0,613,no,0
27,female,bachelor,27397.0,2,rent,4000.0,education,6.39,10.0,596,yes,0
32,female,bachelor,28226.0,12,rent,4000.0,debt_consolidation,11.01,8.0,698,yes,0
32,female,associate,28593.0,9,rent,4000.0,debt_consolidation,14.22,6.0,610,yes,0
27,male,bachelor,28887.0,2,rent,4000.0,personal,7.49,6.0,680,yes,0
31,male,high_school,29657.0,6,rent,4000.0,education,6.76,9.0,691,yes,0
27,female,master,46288.0,0,mortgage,6500.0,debt_consolidation,13.79,8.0,568,no,0
31,female,high_school,29621.0,11,rent,4000.0,personal,13.48,6.0,603,no,0
27,female,master,30106.0,4,rent,4000.0,debt_consolidation,12.87,10.0,626,no,0
32,female,master,47109.0,9,mortgage,8400.0,education,8.38,9.0,704,no,0
29,male,bachelor,30869.0,4,rent,4000.0,venture,5.42,6.0,596,yes,0
28,female,bachelor,46789.0,9,mortgage,10750.0,medical,10.75,10.0,605,no,0
30,female,bachelor,46818.0,6,mortgage,9775.0,debt_consolidation,11.01,10.0,679,yes,0
27,female,bachelor,32378.0,5,rent,4000.0,medical,10.25,10.0,666,no,0
27,female,associate,39556.0,8,mortgage,1200.0,home_improvement,6.76,9.0,637,no,1
29,male,associate,32265.0,8,rent,4000.0,education,10.0,7.0,639,no,1
33,male,master,46943.0,13,mortgage,10000.0,venture,9.91,7.0,687,yes,0
29,male,associate,33151.0,3,rent,4000.0,home_improvement,16.0,8.0,671,no,1
29,female,master,47219.0,4,mortgage,14000.0,medical,14.27,8.0,680,no,0
32,female,associate,34253.0,11,rent,4000.0,home_improvement,10.62,7.0,605,no,1
28,male,associate,33975.0,5,rent,4000.0,debt_consolidation,15.23,8.0,663,yes,0
29,male,bachelor,34559.0,6,rent,4000.0,medical,6.92,7.0,523,yes,0
33,male,high_school,47025.0,11,own,16450.0,venture,10.65,8.0,624,no,0
29,male,associate,46774.0,9,own,10000.0,venture,11.01,8.0,577,yes,0
29,male,bachelor,35107.0,1,rent,4000.0,debt_consolidation,10.59,10.0,676,yes,0
33,male,associate,35555.0,12,rent,4000.0,medical,9.88,5.0,640,yes,0
29,male,master,35407.0,6,rent,4000.0,venture,13.92,10.0,588,no,1
31,male,high_school,46941.0,9,own,11000.0,education,11.01,8.0,664,yes,0
32,male,associate,47000.0,9,own,2400.0,medical,9.99,7.0,598,no,0
27,male,master,35930.0,4,rent,4000.0,education,10.75,5.0,581,yes,0
35,female,master,47143.0,15,mortgage,5000.0,education,11.01,9.0,693,yes,0
27,female,associate,37012.0,7,rent,4000.0,education,12.69,7.0,664,no,1
34,female,high_school,36969.0,12,rent,4000.0,personal,7.51,7.0,640,no,0
30,female,associate,36902.0,5,rent,4000.0,medical,13.99,6.0,539,yes,0
34,male,bachelor,37289.0,11,rent,4000.0,medical,9.63,6.0,729,no,0
27,male,high_school,47103.0,4,mortgage,15000.0,debt_consolidation,12.68,5.0,685,yes,0
35,female,bachelor,47326.0,13,mortgage,9500.0,venture,10.36,6.0,577,yes,0
34,female,master,46946.0,9,mortgage,6500.0,education,9.25,10.0,682,yes,0
33,male,master,47018.0,10,own,8000.0,education,15.58,7.0,641,yes,0
27,female,master,37104.0,5,rent,4000.0,medical,10.39,9.0,717,no,0
28,female,bachelor,38364.0,5,rent,4000.0,medical,10.65,5.0,701,yes,0
27,female,associate,37822.0,2,rent,4000.0,medical,10.74,7.0,622,yes,0
28,female,bachelor,38370.0,2,rent,4000.0,medical,11.49,7.0,709,no,0
30,male,associate,46833.0,11,mortgage,16750.0,debt_consolidation,7.88,5.0,679,yes,0
28,female,high_school,47211.0,9,mortgage,10000.0,medical,11.01,6.0,651,no,0
32,female,high_school,39471.0,7,rent,4000.0,medical,11.49,9.0,692,yes,0
33,male,high_school,39366.0,14,rent,4000.0,debt_consolidation,8.32,7.0,628,yes,0
27,male,associate,39404.0,6,rent,4000.0,medical,15.99,9.0,529,no,1
27,male,master,40548.0,5,rent,4000.0,medical,5.99,8.0,675,yes,0
27,female,bachelor,40575.0,2,rent,4000.0,education,6.76,9.0,673,no,0
30,female,high_school,41145.0,6,rent,4000.0,medical,13.79,9.0,638,no,0
31,female,associate,41500.0,7,rent,4000.0,medical,11.49,5.0,526,yes,0
27,male,associate,42099.0,4,rent,4000.0,medical,17.19,9.0,665,no,1
32,male,bachelor,42028.0,6,rent,4000.0,venture,7.74,10.0,685,no,0
30,female,high_school,42061.0,7,rent,4000.0,venture,10.95,10.0,647,yes,0
32,male,associate,42311.0,8,rent,4000.0,venture,13.48,9.0,654,yes,0
33,female,bachelor,42259.0,14,rent,4000.0,venture,10.25,9.0,606,yes,0
29,male,associate,47550.0,6,own,1600.0,venture,12.84,7.0,613,yes,0
31,female,bachelor,43109.0,7,rent,4000.0,venture,10.65,5.0,642,yes,0
29,male,high_school,42954.0,7,rent,4000.0,education,15.23,9.0,663,yes,0
29,male,doctorate,42955.0,5,rent,4000.0,medical,5.99,6.0,719,yes,0
34,female,associate,47715.0,10,mortgage,2400.0,debt_consolidation,8.9,6.0,624,yes,0
35,male,master,43094.0,16,rent,4000.0,medical,13.35,8.0,666,yes,0
33,male,bachelor,42744.0,12,rent,4000.0,medical,7.88,5.0,500,yes,0
28,male,associate,35764.0,4,rent,4000.0,personal,16.45,10.0,649,no,1
28,male,high_school,43038.0,6,rent,4000.0,education,12.53,5.0,586,yes,0
31,female,high_school,47578.0,9,mortgage,5750.0,medical,12.68,7.0,603,no,0
33,male,bachelor,48142.0,13,own,10000.0,venture,12.42,7.0,680,yes,0
28,male,bachelor,43439.0,3,rent,4000.0,education,7.49,6.0,675,yes,0
31,male,associate,43559.0,10,rent,4000.0,medical,13.61,5.0,659,yes,0
27,female,associate,44201.0,3,rent,4000.0,medical,11.01,10.0,679,yes,0
28,female,master,44427.0,5,rent,4000.0,debt_consolidation,12.42,10.0,642,yes,0
28,male,bachelor,40651.0,5,mortgage,4000.0,personal,7.9,8.0,570,no,1
29,female,bachelor,40740.0,7,mortgage,5600.0,education,11.71,6.0,693,no,1
31,male,master,44334.0,5,rent,4000.0,medical,13.8,9.0,656,no,0
34,male,master,44210.0,12,rent,4000.0,medical,13.61,10.0,613,yes,0
27,female,associate,48084.0,4,mortgage,6400.0,debt_consolidation,10.99,10.0,575,yes,0
35,female,associate,47684.0,12,mortgage,15000.0,home_improvement,10.99,9.0,572,yes,0
32,male,bachelor,45575.0,8,rent,4000.0,debt_consolidation,10.38,7.0,671,yes,0
33,female,master,46844.0,11,rent,4000.0,medical,10.0,5.0,683,yes,0
29,male,bachelor,48134.0,8,mortgage,16000.0,personal,5.99,8.0,590,yes,0
30,male,bachelor,47745.0,8,rent,4000.0,medical,15.96,9.0,650,no,0
27,male,bachelor,47863.0,0,rent,4000.0,personal,10.74,9.0,660,no,0
35,female,associate,40489.0,9,rent,4000.0,home_improvement,16.32,10.0,629,no,1
34,male,bachelor,41084.0,13,rent,4000.0,education,16.45,5.0,696,no,1
30,female,bachelor,48585.0,9,rent,4000.0,debt_consolidation,12.99,9.0,688,no,0
29,male,bachelor,49236.0,9,rent,4000.0,personal,11.01,9.0,600,yes,0
32,male,high_school,47895.0,5,mortgage,16700.0,venture,7.51,8.0,586,yes,0
29,female,associate,41702.0,6,rent,4000.0,education,13.47,7.0,634,no,1
30,female,high_school,41726.0,7,rent,4000.0,debt_consolidation,13.49,5.0,528,no,1
32,female,master,49234.0,10,rent,4000.0,medical,13.49,8.0,689,yes,0
32,female,high_school,48889.0,10,rent,4000.0,education,9.99,7.0,629,yes,0
33,female,associate,48867.0,13,rent,4000.0,debt_consolidation,7.88,10.0,550,yes,0
33,male,associate,48840.0,11,rent,4000.0,venture,11.01,7.0,554,yes,0
29,male,bachelor,48910.0,3,rent,4000.0,personal,12.53,10.0,521,no,0
32,male,high_school,49056.0,8,rent,4000.0,medical,13.79,6.0,557,yes,0
27,female,master,48064.0,3,mortgage,6900.0,debt_consolidation,12.87,9.0,681,no,0
27,male,bachelor,42676.0,4,rent,4000.0,venture,14.54,7.0,655,no,1
31,male,master,50478.0,12,rent,4000.0,venture,11.01,7.0,498,yes,0
31,male,bachelor,50342.0,9,rent,4000.0,venture,10.99,8.0,624,yes,0
31,female,bachelor,49792.0,10,rent,4000.0,medical,10.0,10.0,636,yes,0
29,female,high_school,47698.0,4,mortgage,7100.0,medical,8.32,5.0,558,yes,0
27,female,master,40781.0,5,mortgage,9000.0,education,12.49,8.0,666,no,1
32,female,bachelor,51286.0,10,rent,4000.0,personal,11.12,5.0,611,no,0
33,male,bachelor,51622.0,11,rent,4000.0,personal,6.39,9.0,631,no,0
30,male,associate,51204.0,5,rent,4000.0,debt_consolidation,7.88,6.0,612,yes,0
27,female,master,52353.0,6,rent,4000.0,education,16.29,9.0,648,yes,0
29,male,high_school,47913.0,9,mortgage,8000.0,education,11.86,6.0,675,yes,0
27,female,master,48299.0,5,mortgage,7200.0,education,13.79,8.0,660,yes,0
27,female,associate,45404.0,5,rent,4000.0,education,17.27,9.0,520,no,1
32,female,doctorate,55678.0,10,rent,4000.0,venture,10.99,9.0,568,yes,0
28,female,master,48366.0,5,rent,4000.0,personal,12.61,10.0,661,no,1
28,female,associate,48518.0,4,mortgage,11000.0,education,7.14,8.0,621,no,0
29,female,master,56331.0,8,rent,4000.0,venture,9.99,9.0,613,no,0
28,male,bachelor,50519.0,6,rent,4000.0,personal,18.64,8.0,678,no,1
29,male,associate,48229.0,7,mortgage,5000.0,venture,7.74,8.0,588,yes,0
33,male,bachelor,48198.0,10,mortgage,3000.0,education,7.37,5.0,634,no,0
30,male,associate,48603.0,6,mortgage,12375.0,venture,10.37,9.0,708,no,0
30,male,bachelor,58397.0,6,rent,4000.0,personal,11.01,5.0,618,no,0
33,female,high_school,58744.0,9,rent,4000.0,medical,14.65,5.0,600,no,0
29,male,associate,48270.0,7,mortgage,5600.0,education,10.65,8.0,675,no,0
27,female,master,58454.0,4,rent,4000.0,personal,9.62,10.0,598,yes,0
28,male,associate,58860.0,3,rent,4000.0,medical,14.35,8.0,616,yes,0
34,female,associate,48397.0,8,mortgage,2400.0,personal,6.03,9.0,699,no,0
32,male,high_school,48933.0,7,mortgage,1500.0,home_improvement,15.99,8.0,555,yes,0
28,female,associate,58517.0,2,rent,4000.0,debt_consolidation,11.01,7.0,640,no,0
34,female,associate,48593.0,8,mortgage,6000.0,venture,5.99,5.0,609,no,0
31,male,bachelor,58509.0,7,rent,4000.0,medical,13.85,6.0,616,yes,0
27,male,bachelor,48535.0,7,own,9900.0,home_improvement,6.54,5.0,686,yes,0
30,female,bachelor,48595.0,9,mortgage,3000.0,debt_consolidation,10.38,10.0,615,yes,0
34,female,master,58448.0,10,rent,4000.0,education,8.0,9.0,657,yes,0
33,female,bachelor,52588.0,12,rent,4000.0,education,12.73,7.0,707,no,1
27,female,master,59873.0,0,rent,4000.0,debt_consolidation,9.32,9.0,617,yes,0
27,female,bachelor,59966.0,2,rent,4000.0,medical,10.59,8.0,690,no,0
27,female,associate,48492.0,1,mortgage,4800.0,debt_consolidation,6.76,9.0,643,yes,0
31,female,associate,60976.0,7,rent,4000.0,venture,6.62,8.0,702,yes,0
28,male,bachelor,48126.0,4,mortgage,5000.0,debt_consolidation,12.53,6.0,567,yes,0
33,male,bachelor,48670.0,10,mortgage,3000.0,personal,7.68,7.0,588,yes,0
28,male,associate,61054.0,5,rent,4000.0,home_improvement,10.59,10.0,647,no,0
30,female,bachelor,48273.0,9,mortgage,1425.0,home_improvement,10.37,5.0,557,yes,0
35,male,associate,60686.0,11,rent,4000.0,medical,13.22,5.0,619,no,0
29,male,high_school,53888.0,9,rent,4000.0,education,12.36,8.0,638,no,1
29,male,bachelor,49032.0,10,mortgage,11000.0,education,16.49,6.0,614,yes,0
30,male,bachelor,49081.0,8,mortgage,3200.0,debt_consolidation,9.7,7.0,616,yes,0
28,female,high_school,41957.0,2,mortgage,12000.0,personal,11.01,8.0,679,no,1
31,male,bachelor,63196.0,12,rent,4000.0,medical,7.49,5.0,646,yes,0
28,female,high_school,63257.0,9,rent,4000.0,home_improvement,10.75,8.0,573,yes,0
27,male,associate,64266.0,5,rent,4000.0,venture,17.39,7.0,658,yes,0
27,male,associate,57773.0,7,rent,4000.0,home_improvement,15.33,10.0,656,no,1
27,male,high_school,58388.0,4,rent,4000.0,education,6.03,6.0,590,no,1
27,male,associate,66185.0,4,rent,4000.0,education,10.74,5.0,573,no,0
27,male,associate,65646.0,7,rent,4000.0,personal,12.61,6.0,662,yes,0
27,male,bachelor,59702.0,5,rent,4000.0,debt_consolidation,14.61,6.0,665,no,1
29,female,associate,67031.0,7,rent,4000.0,home_improvement,10.59,10.0,654,no,0
27,male,associate,67235.0,6,rent,4000.0,education,6.76,10.0,591,yes,0
30,female,master,48982.0,9,mortgage,10000.0,personal,10.75,8.0,579,yes,0
31,male,high_school,48897.0,5,own,4000.0,home_improvement,14.35,9.0,624,yes,0
31,male,bachelor,67962.0,8,rent,4000.0,home_improvement,5.79,9.0,690,no,0
28,male,high_school,68991.0,7,rent,4000.0,venture,7.88,9.0,566,yes,0
30,female,bachelor,48881.0,9,mortgage,10000.0,medical,12.73,6.0,670,yes,0
27,male,associate,70592.0,4,rent,4000.0,education,9.67,9.0,525,yes,0
32,female,high_school,72522.0,11,rent,4000.0,home_improvement,10.99,10.0,670,no,0
29,female,bachelor,72848.0,7,rent,4000.0,home_improvement,7.88,6.0,613,yes,0
31,female,master,49010.0,8,mortgage,9600.0,venture,11.26,7.0,738,yes,0
29,male,associate,73112.0,6,rent,4000.0,venture,7.88,5.0,594,yes,0
35,male,associate,73038.0,11,rent,4000.0,debt_consolidation,13.98,7.0,564,yes,0
29,male,high_school,41515.0,6,other,9000.0,debt_consolidation,11.01,9.0,677,no,1
28,male,doctorate,75097.0,3,rent,4000.0,home_improvement,10.95,8.0,600,yes,0
35,female,master,76886.0,16,rent,4000.0,venture,11.14,8.0,617,yes,0
27,male,associate,77381.0,6,rent,4000.0,personal,10.37,9.0,615,no,0
33,male,master,70477.0,11,rent,4000.0,home_improvement,11.01,7.0,660,no,1
27,female,high_school,77670.0,4,rent,4000.0,personal,9.25,5.0,611,yes,0
27,male,high_school,78642.0,4,rent,4000.0,personal,6.99,5.0,645,no,0
27,male,master,78956.0,4,rent,4000.0,home_improvement,5.99,5.0,652,yes,0
29,male,associate,79038.0,5,rent,4000.0,venture,7.74,6.0,527,yes,0
33,female,master,78916.0,10,rent,4000.0,medical,12.87,7.0,710,yes,0
28,male,master,48729.0,7,mortgage,19200.0,personal,9.91,9.0,715,no,0
30,female,master,71858.0,6,rent,4000.0,personal,8.94,7.0,546,no,1
33,male,associate,82683.0,12,rent,4000.0,education,10.99,10.0,712,no,0
29,female,bachelor,85101.0,3,rent,4000.0,personal,10.99,5.0,570,yes,0
28,female,high_school,41445.0,4,mortgage,10000.0,education,16.77,7.0,675,no,1
29,male,associate,87467.0,9,rent,4000.0,home_improvement,18.79,6.0,661,yes,0
32,male,associate,87581.0,10,rent,4000.0,home_improvement,10.0,6.0,614,yes,0
31,female,bachelor,87669.0,11,rent,4000.0,education,9.99,5.0,653,no,0
27,male,bachelor,49055.0,1,mortgage,14675.0,home_improvement,12.69,10.0,647,yes,0
31,male,master,91129.0,6,rent,4000.0,medical,13.49,8.0,701,no,0
29,male,bachelor,91401.0,7,rent,4000.0,debt_consolidation,8.49,6.0,584,yes,0
29,male,high_school,91008.0,7,rent,4000.0,home_improvement,12.68,5.0,579,no,0
30,female,master,49022.0,9,mortgage,8600.0,home_improvement,10.65,6.0,600,yes,0
32,female,doctorate,91343.0,11,rent,4000.0,debt_consolidation,12.99,7.0,640,yes,0
33,female,bachelor,94885.0,9,rent,4000.0,medical,7.14,7.0,625,yes,0
32,female,high_school,94382.0,11,rent,4000.0,medical,9.88,6.0,569,no,0
27,male,bachelor,96747.0,5,rent,4000.0,debt_consolidation,12.69,8.0,674,yes,0
28,male,associate,41924.0,5,mortgage,8000.0,medical,12.69,9.0,539,no,1
29,male,bachelor,41710.0,7,mortgage,10200.0,medical,17.27,5.0,692,no,1
32,female,bachelor,99508.0,8,rent,4000.0,medical,9.91,9.0,621,yes,0
33,male,associate,102441.0,10,rent,4000.0,education,8.59,6.0,628,yes,0
27,female,doctorate,104441.0,5,rent,4000.0,home_improvement,13.99,8.0,675,no,0
27,male,high_school,41771.0,5,mortgage,8875.0,home_improvement,10.65,9.0,598,no,1
28,male,associate,108976.0,8,rent,4000.0,venture,13.49,8.0,640,yes,0
31,female,associate,48762.0,13,mortgage,4625.0,debt_consolidation,12.42,5.0,498,yes,0
31,female,doctorate,110476.0,8,rent,4000.0,education,7.66,6.0,636,yes,0
32,male,bachelor,114871.0,13,rent,4000.0,home_improvement,7.49,8.0,685,yes,0
30,male,bachelor,116131.0,8,rent,4000.0,venture,10.75,5.0,684,yes,0
29,female,associate,120909.0,5,rent,4000.0,home_improvement,11.01,7.0,616,yes,0
31,male,master,49067.0,11,mortgage,14000.0,home_improvement,6.03,7.0,656,no,0
27,female,master,96251.0,4,rent,4000.0,medical,14.46,9.0,586,no,1
30,female,bachelor,49087.0,6,mortgage,3000.0,debt_consolidation,11.71,7.0,648,no,0
32,female,high_school,129302.0,12,rent,4000.0,medical,13.98,7.0,659,no,0
32,male,bachelor,116139.0,6,rent,4000.0,debt_consolidation,17.93,9.0,622,no,1
28,female,associate,118980.0,6,rent,4000.0,education,7.51,7.0,622,no,1
28,female,associate,133145.0,7,rent,4000.0,debt_consolidation,12.18,9.0,601,yes,0
32,male,master,138691.0,7,rent,4000.0,education,12.69,10.0,686,no,0
28,male,master,151351.0,4,rent,4000.0,debt_consolidation,13.35,5.0,674,no,0
28,male,master,162896.0,6,rent,4000.0,venture,12.42,5.0,684,no,0
27,female,associate,162994.25,5,rent,4000.0,debt_consolidation,11.71,10.0,657,no,1
29,female,associate,49195.0,6,mortgage,10625.0,education,6.62,5.0,552,yes,0
30,male,associate,41766.0,9,mortgage,12000.0,personal,11.01,10.0,670,no,1
28,male,associate,26043.0,10,rent,4200.0,personal,15.21,10.0,654,no,1
31,male,high_school,32188.0,9,rent,4200.0,personal,11.01,9.0,599,yes,0
28,male,bachelor,35783.0,7,rent,4200.0,medical,7.51,5.0,649,no,0
31,male,master,48983.0,11,own,2200.0,education,11.01,7.0,713,no,0
27,male,high_school,25165.0,4,rent,4350.0,debt_consolidation,16.29,7.0,535,no,1
28,male,master,49106.0,5,mortgage,2400.0,venture,13.49,10.0,681,no,0
29,male,high_school,84842.0,5,rent,4350.0,personal,11.01,8.0,646,yes,0
35,male,associate,94453.0,11,rent,4350.0,personal,15.27,6.0,651,no,1
32,male,associate,52041.0,7,rent,4375.0,personal,12.23,5.0,555,yes,0
27,female,master,116216.0,0,rent,4375.0,debt_consolidation,8.88,7.0,644,yes,0
35,male,high_school,156665.0,15,rent,4375.0,venture,11.01,7.0,616,no,0
29,female,master,25020.0,8,rent,4400.0,medical,13.92,7.0,665,no,0
31,male,associate,30103.0,5,rent,4400.0,venture,15.62,8.0,680,no,1
28,female,bachelor,49255.0,6,mortgage,15000.0,home_improvement,5.99,9.0,673,yes,0
31,female,associate,37086.0,6,rent,4400.0,venture,15.62,8.0,702,no,0
30,male,bachelor,48977.0,10,mortgage,9600.0,home_improvement,8.49,10.0,668,no,0
29,female,associate,36822.0,6,rent,4400.0,medical,11.49,6.0,651,yes,0
33,male,bachelor,46079.0,12,rent,4400.0,personal,11.71,10.0,657,yes,0
32,female,master,63679.0,12,rent,4400.0,personal,11.01,5.0,709,no,0
29,male,bachelor,48910.0,6,mortgage,1400.0,venture,5.99,9.0,666,no,0
30,female,bachelor,65866.0,11,rent,4425.0,personal,17.49,9.0,577,yes,0
28,male,associate,49280.0,5,mortgage,11200.0,home_improvement,5.42,9.0,664,yes,0
29,male,master,48748.0,5,mortgage,5000.0,venture,6.99,9.0,677,yes,0
32,female,high_school,49452.0,11,mortgage,9000.0,education,10.59,7.0,650,yes,0
28,male,high_school,49248.0,6,own,3600.0,education,6.99,10.0,680,no,0
29,male,bachelor,17061.0,7,rent,4475.0,venture,16.89,9.0,694,no,1
28,male,associate,53593.0,4,rent,4475.0,education,15.27,8.0,683,yes,0
29,female,associate,14980.0,6,rent,4500.0,education,15.05,9.0,664,no,1
27,male,bachelor,48936.0,2,mortgage,4200.0,home_improvement,5.99,5.0,578,yes,0
33,male,high_school,49092.0,12,mortgage,3200.0,personal,5.42,8.0,640,no,0
32,male,master,41897.0,11,mortgage,7500.0,home_improvement,5.99,7.0,669,no,1
28,female,bachelor,49018.0,5,mortgage,5000.0,venture,11.01,10.0,694,no,0
32,male,master,48975.0,6,mortgage,16000.0,debt_consolidation,5.99,10.0,672,yes,0
33,female,high_school,48996.0,12,mortgage,6000.0,personal,12.68,9.0,577,yes,0
28,male,associate,48999.0,2,mortgage,10000.0,medical,7.29,10.0,628,yes,0
34,male,bachelor,24402.0,13,rent,4500.0,personal,10.59,9.0,686,no,1
34,female,associate,48518.0,11,own,2000.0,education,10.74,6.0,637,no,0
35,male,bachelor,49071.0,9,own,8000.0,venture,7.66,6.0,681,yes,0
34,female,bachelor,48835.0,11,mortgage,6000.0,venture,7.29,7.0,693,no,0
27,male,associate,49273.0,4,mortgage,4000.0,debt_consolidation,5.79,5.0,532,yes,0
32,male,associate,33194.0,9,rent,4500.0,education,13.11,5.0,630,yes,0
29,male,master,35403.0,8,rent,4500.0,personal,7.88,5.0,682,no,0
28,male,bachelor,36353.0,6,rent,4500.0,education,14.11,7.0,590,no,0
27,female,high_school,36874.0,3,rent,4500.0,medical,14.65,9.0,689,no,0
30,female,master,37403.0,8,rent,4500.0,education,13.92,8.0,672,yes,0
35,female,master,37623.0,15,rent,4500.0,medical,13.22,10.0,655,no,0
34,female,associate,39266.0,13,rent,4500.0,medical,6.62,6.0,587,yes,0
31,female,bachelor,39666.0,4,rent,4500.0,home_improvement,11.14,9.0,654,no,1
28,female,associate,40230.0,5,rent,4500.0,medical,7.14,8.0,681,no,0
34,male,associate,40466.0,8,rent,4500.0,debt_consolidation,11.01,9.0,603,yes,0
27,male,bachelor,43179.0,4,rent,4500.0,venture,7.66,7.0,710,yes,0
30,male,bachelor,44583.0,8,rent,4500.0,debt_consolidation,13.49,6.0,639,yes,0
31,male,master,43767.0,7,rent,4500.0,education,9.99,10.0,682,no,0
27,female,associate,44011.0,2,rent,4500.0,venture,7.49,5.0,498,yes,0
28,female,associate,45730.0,7,rent,4500.0,venture,11.11,6.0,660,yes,0
31,male,high_school,49056.0,8,mortgage,11000.0,home_improvement,9.99,8.0,609,no,0
28,female,associate,41647.0,6,mortgage,3700.0,home_improvement,6.91,8.0,641,no,1
32,male,high_school,47706.0,10,rent,4500.0,medical,9.91,7.0,565,yes,0
35,male,associate,47925.0,10,rent,4500.0,debt_consolidation,6.62,6.0,668,no,0
28,female,high_school,48650.0,5,rent,4500.0,venture,10.25,10.0,616,no,0
30,female,bachelor,49212.0,5,rent,4500.0,venture,14.26,6.0,688,no,0
33,male,high_school,48926.0,14,own,14000.0,medical,6.91,8.0,625,no,0
29,female,high_school,50825.0,8,rent,4500.0,education,11.01,6.0,543,yes,0
29,female,high_school,48721.0,3,own,5000.0,medical,5.42,10.0,595,yes,0
28,male,associate,41785.0,3,mortgage,2500.0,home_improvement,12.23,9.0,628,no,1
28,male,bachelor,48126.0,4,rent,4500.0,education,13.49,9.0,640,no,1
31,female,master,57216.0,9,rent,4500.0,debt_consolidation,11.03,7.0,717,yes,0
33,male,master,57994.0,11,rent,4500.0,personal,15.58,5.0,643,yes,0
31,female,high_school,58002.0,9,rent,4500.0,medical,10.36,5.0,571,no,0
28,female,associate,58666.0,5,rent,4500.0,personal,11.71,7.0,663,no,0
28,female,high_school,41407.0,3,mortgage,3500.0,medical,15.58,6.0,686,no,1
27,female,master,52918.0,6,rent,4500.0,debt_consolidation,16.07,5.0,693,no,1
31,female,high_school,61173.0,4,rent,4500.0,personal,9.99,5.0,661,yes,0
30,male,bachelor,60713.0,5,rent,4500.0,venture,13.11,7.0,545,yes,0
34,male,associate,54305.0,14,rent,4500.0,education,16.02,9.0,660,no,1
34,female,bachelor,55083.0,10,rent,4500.0,personal,16.95,10.0,704,no,1
30,male,bachelor,62659.0,7,rent,4500.0,home_improvement,6.39,7.0,653,no,0
29,female,master,63555.0,8,rent,4500.0,personal,9.91,10.0,609,yes,0
